"Trial"	"Subject"	"StartPosition"	"EndPosition"	"DistToTarget"	"DistMoved"	"PressTime"	"AbsError"	"Error"	"Condition"	"Phase"	"Puck"	"Mass"
94	"OK18ER"	2.312568	3.74406382799999	2.687432	1.43149582799999	0.8799997	1.25593617200001	-1.25593617200001	1	3	"FiveRings"	2.5
95	"OK18ER"	3.799531	4.7593696672	1.200469	0.959838667200005	0.7199998	0.240630332799996	-0.240630332799996	1	3	"FiveRings"	2.5
96	"OK18ER"	2.817061	4.51960182879998	2.182939	1.70254082879998	0.9599996	0.480398171200017	-0.480398171200017	1	3	"FiveRings"	2.5
97	"OK18ER"	1.220625	4.93748488799996	3.779375	3.71685988799996	1.419999	0.0625151120000353	-0.0625151120000353	1	3	"FiveRings"	2.5
98	"OK18ER"	0.4741316	7.12079741599994	4.5258684	6.64666581599994	1.899999	2.12079741599994	2.12079741599994	1	3	"FiveRings"	2.5
99	"OK18ER"	1.109279	4.51935912799997	3.890721	3.41008012799997	1.359999	0.480640872000033	-0.480640872000033	1	3	"FiveRings"	2.5
100	"OK18ER"	2.104087	3.73666545759998	2.895913	1.63257845759998	0.9399996	1.26333454240002	-1.26333454240002	1	3	"FiveRings"	2.5
1	"OK18ER"	0.661314	NA	4.338686	NA	0.18	NA	NA	1	1	"PlainPuck"	NA
2	"OK18ER"	0.2006998	NA	4.7993002	NA	0.36	NA	NA	1	1	"PlainPuck"	NA
3	"OK18ER"	0.3633075	NA	4.6366925	NA	0.6	NA	NA	1	1	"PlainPuck"	NA
4	"OK18ER"	2.361065	NA	2.638935	NA	0.09999999	NA	NA	1	1	"PlainPuck"	NA
5	"OK18ER"	0.4227233	NA	4.5772767	NA	0.6	NA	NA	1	1	"PlainPuck"	NA
6	"OK18ER"	2.720976	NA	2.279024	NA	0.24	NA	NA	1	1	"PlainPuck"	NA
7	"OK18ER"	3.3467	NA	1.6533	NA	0.06	NA	NA	1	1	"PlainPuck"	NA
8	"OK18ER"	1.718547	NA	3.281453	NA	0.28	NA	NA	1	1	"PlainPuck"	NA
9	"OK18ER"	2.886144	NA	2.113856	NA	0.16	NA	NA	1	1	"PlainPuck"	NA
10	"OK18ER"	1.118686	NA	3.881314	NA	0.42	NA	NA	1	1	"PlainPuck"	NA
11	"OK18ER"	3.194701	NA	1.805299	NA	0.14	NA	NA	1	1	"PlainPuck"	NA
12	"OK18ER"	2.816627	NA	2.183373	NA	0.2	NA	NA	1	1	"PlainPuck"	NA
13	"OK18ER"	1.037431	NA	3.962569	NA	0.4600001	NA	NA	1	1	"PlainPuck"	NA
14	"OK18ER"	2.76642	NA	2.23358	NA	0.34	NA	NA	1	1	"PlainPuck"	NA
15	"OK18ER"	0.5609283	NA	4.4390717	NA	0.4600001	NA	NA	1	1	"PlainPuck"	NA
16	"OK18ER"	1.185445	NA	3.814555	NA	0.38	NA	NA	1	1	"PlainPuck"	NA
17	"OK18ER"	2.654801	NA	2.345199	NA	0.38	NA	NA	1	1	"PlainPuck"	NA
18	"OK18ER"	0.2532959	NA	4.7467041	NA	0.6	NA	NA	1	1	"PlainPuck"	NA
19	"OK18ER"	0.1225533	NA	4.8774467	NA	0.6399999	NA	NA	1	1	"PlainPuck"	NA
20	"OK18ER"	0.8773456	NA	4.1226544	NA	0.5000001	NA	NA	1	1	"PlainPuck"	NA
21	"OK18ER"	3.236546	NA	1.763454	NA	0.14	NA	NA	1	1	"PlainPuck"	NA
22	"OK18ER"	3.446308	NA	1.553692	NA	0.08	NA	NA	1	1	"PlainPuck"	NA
23	"OK18ER"	1.745886	NA	3.254114	NA	0.3	NA	NA	1	1	"PlainPuck"	NA
24	"OK18ER"	0.3742323	NA	4.6257677	NA	0.54	NA	NA	1	1	"PlainPuck"	NA
25	"OK18ER"	0.2880316	NA	4.7119684	NA	0.4600001	NA	NA	1	1	"PlainPuck"	NA
26	"OK18ER"	2.841301	NA	2.158699	NA	0.34	NA	NA	1	1	"PlainPuck"	NA
27	"OK18ER"	1.334548	NA	3.665452	NA	0.28	NA	NA	1	1	"PlainPuck"	NA
28	"OK18ER"	0.05095053	NA	4.94904947	NA	0.6199999	NA	NA	1	1	"PlainPuck"	NA
29	"OK18ER"	1.150893	NA	3.849107	NA	0.54	NA	NA	1	1	"PlainPuck"	NA
30	"OK18ER"	2.620088	NA	2.379912	NA	0.52	NA	NA	1	1	"PlainPuck"	NA
31	"OK18ER"	0.7528024	NA	4.2471976	NA	0.4800001	NA	NA	1	1	"PlainPuck"	NA
32	"OK18ER"	3.067198	NA	1.932802	NA	0.38	NA	NA	1	1	"PlainPuck"	NA
33	"OK18ER"	1.422242	NA	3.577758	NA	0.4800001	NA	NA	1	1	"PlainPuck"	NA
34	"OK18ER"	2.05434	NA	2.94566	NA	0.4800001	NA	NA	1	1	"PlainPuck"	NA
35	"OK18ER"	3.631891	NA	1.368109	NA	0.04	NA	NA	1	1	"PlainPuck"	NA
36	"OK18ER"	0.937583	NA	4.062417	NA	0.52	NA	NA	1	1	"PlainPuck"	NA
37	"OK18ER"	1.20874	NA	3.79126	NA	0.4400001	NA	NA	1	1	"PlainPuck"	NA
38	"OK18ER"	3.096943	NA	1.903057	NA	0.32	NA	NA	1	1	"PlainPuck"	NA
39	"OK18ER"	0.4875302	NA	4.5124698	NA	0.58	NA	NA	1	1	"PlainPuck"	NA
40	"OK18ER"	1.186196	NA	3.813804	NA	0.56	NA	NA	1	1	"PlainPuck"	NA
41	"OK18ER"	0.3159924	NA	4.6840076	NA	0.56	NA	NA	1	1	"PlainPuck"	NA
42	"OK18ER"	0.05989456	NA	4.94010544	NA	0.54	NA	NA	1	1	"PlainPuck"	NA
43	"OK18ER"	2.215252	NA	2.784748	NA	0.4600001	NA	NA	1	1	"PlainPuck"	NA
44	"OK18ER"	1.409281	NA	3.590719	NA	0.52	NA	NA	1	1	"PlainPuck"	NA
45	"OK18ER"	1.033145	NA	3.966855	NA	0.58	NA	NA	1	1	"PlainPuck"	NA
46	"OK18ER"	3.546009	NA	1.453991	NA	0.08	NA	NA	1	1	"PlainPuck"	NA
47	"OK18ER"	0.7331629	NA	4.2668371	NA	0.7199998	NA	NA	1	1	"PlainPuck"	NA
48	"OK18ER"	3.929182	NA	1.070818	NA	0.06	NA	NA	1	1	"PlainPuck"	NA
49	"OK18ER"	1.120115	NA	3.879885	NA	0.6999999	NA	NA	1	1	"PlainPuck"	NA
50	"OK18ER"	0.554656	NA	4.445344	NA	0.6399999	NA	NA	1	1	"PlainPuck"	NA
1	"HU26ES"	2.005992	NA	2.994008	NA	0.32	NA	NA	2	1	"PlainPuck"	NA
2	"HU26ES"	3.897417	NA	1.102583	NA	0.18	NA	NA	2	1	"PlainPuck"	NA
3	"HU26ES"	3.307995	NA	1.692005	NA	0.38	NA	NA	2	1	"PlainPuck"	NA
4	"HU26ES"	3.137624	NA	1.862376	NA	0.52	NA	NA	2	1	"PlainPuck"	NA
5	"HU26ES"	2.692081	NA	2.307919	NA	0.58	NA	NA	2	1	"PlainPuck"	NA
6	"HU26ES"	1.29	NA	3.71	NA	0.5000001	NA	NA	2	1	"PlainPuck"	NA
7	"HU26ES"	2.985135	NA	2.014865	NA	0.32	NA	NA	2	1	"PlainPuck"	NA
8	"HU26ES"	1.76434	NA	3.23566	NA	0.56	NA	NA	2	1	"PlainPuck"	NA
9	"HU26ES"	0.5653048	NA	4.4346952	NA	0.8399997	NA	NA	2	1	"PlainPuck"	NA
10	"HU26ES"	0.6000319	NA	4.3999681	NA	0.6199999	NA	NA	2	1	"PlainPuck"	NA
11	"HU26ES"	0.8007493	NA	4.1992507	NA	0.8599997	NA	NA	2	1	"PlainPuck"	NA
12	"HU26ES"	3.286292	NA	1.713708	NA	0.42	NA	NA	2	1	"PlainPuck"	NA
13	"HU26ES"	1.40212	NA	3.59788	NA	0.6199999	NA	NA	2	1	"PlainPuck"	NA
14	"HU26ES"	2.759467	NA	2.240533	NA	0.6	NA	NA	2	1	"PlainPuck"	NA
15	"HU26ES"	3.540235	NA	1.459765	NA	0.38	NA	NA	2	1	"PlainPuck"	NA
16	"HU26ES"	3.801514	NA	1.198486	NA	0.42	NA	NA	2	1	"PlainPuck"	NA
17	"HU26ES"	2.014318	NA	2.985682	NA	0.6799999	NA	NA	2	1	"PlainPuck"	NA
18	"HU26ES"	2.278742	NA	2.721258	NA	0.4800001	NA	NA	2	1	"PlainPuck"	NA
19	"HU26ES"	2.386647	NA	2.613353	NA	0.52	NA	NA	2	1	"PlainPuck"	NA
20	"HU26ES"	2.492671	NA	2.507329	NA	0.6599999	NA	NA	2	1	"PlainPuck"	NA
21	"HU26ES"	2.83021	NA	2.16979	NA	0.3	NA	NA	2	1	"PlainPuck"	NA
22	"HU26ES"	2.446697	NA	2.553303	NA	0.56	NA	NA	2	1	"PlainPuck"	NA
23	"HU26ES"	3.075397	NA	1.924603	NA	0.5000001	NA	NA	2	1	"PlainPuck"	NA
24	"HU26ES"	3.010232	NA	1.989768	NA	0.4400001	NA	NA	2	1	"PlainPuck"	NA
25	"HU26ES"	1.663496	NA	3.336504	NA	0.6	NA	NA	2	1	"PlainPuck"	NA
26	"HU26ES"	0.2450833	NA	4.7549167	NA	1.339999	NA	NA	2	1	"PlainPuck"	NA
27	"HU26ES"	3.64732	NA	1.35268	NA	0.4	NA	NA	2	1	"PlainPuck"	NA
28	"HU26ES"	0.6737976	NA	4.3262024	NA	0.7999998	NA	NA	2	1	"PlainPuck"	NA
29	"HU26ES"	2.302324	NA	2.697676	NA	0.58	NA	NA	2	1	"PlainPuck"	NA
30	"HU26ES"	3.549879	NA	1.450121	NA	0.3	NA	NA	2	1	"PlainPuck"	NA
31	"HU26ES"	3.69506	NA	1.30494	NA	0.28	NA	NA	2	1	"PlainPuck"	NA
32	"HU26ES"	2.461035	NA	2.538965	NA	0.6599999	NA	NA	2	1	"PlainPuck"	NA
33	"HU26ES"	3.119604	NA	1.880396	NA	0.6599999	NA	NA	2	1	"PlainPuck"	NA
34	"HU26ES"	0.646142	NA	4.353858	NA	1.459999	NA	NA	2	1	"PlainPuck"	NA
35	"HU26ES"	1.733764	NA	3.266236	NA	0.7399998	NA	NA	2	1	"PlainPuck"	NA
36	"HU26ES"	2.535964	NA	2.464036	NA	0.7599998	NA	NA	2	1	"PlainPuck"	NA
37	"HU26ES"	3.352677	NA	1.647323	NA	0.6	NA	NA	2	1	"PlainPuck"	NA
38	"HU26ES"	1.266627	NA	3.733373	NA	1.08	NA	NA	2	1	"PlainPuck"	NA
39	"HU26ES"	2.577711	NA	2.422289	NA	0.7399998	NA	NA	2	1	"PlainPuck"	NA
40	"HU26ES"	1.539347	NA	3.460653	NA	0.9199997	NA	NA	2	1	"PlainPuck"	NA
41	"HU26ES"	0.05229759	NA	4.94770241	NA	1.559999	NA	NA	2	1	"PlainPuck"	NA
42	"HU26ES"	2.826469	NA	2.173531	NA	0.8399997	NA	NA	2	1	"PlainPuck"	NA
43	"HU26ES"	0.624155	NA	4.375845	NA	0.8599997	NA	NA	2	1	"PlainPuck"	NA
44	"HU26ES"	2.522228	NA	2.477772	NA	0.8199998	NA	NA	2	1	"PlainPuck"	NA
45	"HU26ES"	2.237561	NA	2.762439	NA	0.6399999	NA	NA	2	1	"PlainPuck"	NA
46	"HU26ES"	0.7301526	NA	4.2698474	NA	1.159999	NA	NA	2	1	"PlainPuck"	NA
47	"HU26ES"	3.195321	NA	1.804679	NA	0.6999999	NA	NA	2	1	"PlainPuck"	NA
48	"HU26ES"	2.709528	NA	2.290472	NA	0.6	NA	NA	2	1	"PlainPuck"	NA
49	"HU26ES"	2.936683	NA	2.063317	NA	0.6999999	NA	NA	2	1	"PlainPuck"	NA
50	"HU26ES"	1.080543	NA	3.919457	NA	0.9399996	NA	NA	2	1	"PlainPuck"	NA
1	"HU26ES"	2.499576	4.34644511999998	2.500424	1.84686911999998	0.6	0.653554880000018	-0.653554880000018	2	3	"FiveRings"	1.5
2	"HU26ES"	3.18947	8.51262679999995	1.81053	5.32315679999995	1.02	3.51262679999995	3.51262679999995	2	3	"FiveRings"	1.5
3	"HU26ES"	1.582908	9.69984535999992	3.417092	8.11693735999992	1.259999	4.69984535999992	4.69984535999992	2	3	"FiveRings"	1.5
4	"HU26ES"	2.583244	7.10562735999995	2.416756	4.52238335999995	0.9399996	2.10562735999995	2.10562735999995	2	3	"FiveRings"	1.5
5	"HU26ES"	2.77348	8.09663679999995	2.22652	5.32315679999995	1.02	3.09663679999995	3.09663679999995	2	3	"FiveRings"	1.5
6	"HU26ES"	3.101276	6.37926060799997	1.898724	3.27798460799997	0.7999998	1.37926060799997	1.37926060799997	2	3	"FiveRings"	1.5
7	"HU26ES"	0.9648457	13.7201986999999	4.0351543	12.7553529999999	1.579999	8.72019869999987	8.72019869999987	2	3	"FiveRings"	1.5
8	"HU26ES"	1.053191	16.8763640799998	3.946809	15.8231730799998	1.759999	11.8763640799998	11.8763640799998	2	3	"FiveRings"	1.5
9	"HU26ES"	1.357692	7.77358719999994	3.642308	6.41589519999994	1.12	2.77358719999994	2.77358719999994	2	3	"FiveRings"	1.5
10	"HU26ES"	3.701209	4.788914592	1.298791	1.08770559200001	0.4600001	0.211085407999995	-0.211085407999995	2	3	"FiveRings"	1.5
11	"HU26ES"	1.115861	15.1938990799999	3.884139	14.0780380799999	1.659999	10.1938990799999	10.1938990799999	2	3	"FiveRings"	1.5
12	"HU26ES"	0.3994212	13.8079617999999	4.6005788	13.4085405999999	1.619999	8.80796179999987	8.80796179999987	2	3	"FiveRings"	1.5
13	"HU26ES"	1.098674	4.71180661999996	3.901326	3.61313261999996	0.8399997	0.288193380000036	-0.288193380000036	2	3	"FiveRings"	1.5
14	"HU26ES"	3.808354	5.30541111999999	1.191646	1.49705711999999	0.54	0.305411119999986	0.305411119999986	2	3	"FiveRings"	1.5
15	"HU26ES"	1.763472	10.1397339599999	3.236528	8.37626195999992	1.279999	5.13973395999992	5.13973395999992	2	3	"FiveRings"	1.5
16	"HU26ES"	2.720254	8.46827239999994	2.279746	5.74801839999994	1.06	3.46827239999994	3.46827239999994	2	3	"FiveRings"	1.5
17	"HU26ES"	3.999909	4.82340804	1.000091	0.823499040000004	0.4	0.176591959999996	-0.176591959999996	2	3	"FiveRings"	1.5
18	"HU26ES"	2.215228	7.12984399999995	2.784772	4.91461599999995	0.9799996	2.12984399999995	2.12984399999995	2	3	"FiveRings"	1.5
19	"HU26ES"	3.833261	5.11749063200001	1.166739	1.28422963200001	0.5000001	0.117490632000006	0.117490632000006	2	3	"FiveRings"	1.5
20	"HU26ES"	3.049922	6.66305461999996	1.950078	3.61313261999996	0.8399997	1.66305461999996	1.66305461999996	2	3	"FiveRings"	1.5
21	"HU26ES"	2.139249	7.25609531999995	2.860751	5.11684631999995	0.9999996	2.25609531999995	2.25609531999995	2	3	"FiveRings"	1.5
22	"HU26ES"	2.121423	7.65496779999995	2.878577	5.53354479999995	1.04	2.65496779999995	2.65496779999995	2	3	"FiveRings"	1.5
23	"HU26ES"	1.185969	9.30290635999992	3.814031	8.11693735999992	1.259999	4.30290635999992	4.30290635999992	2	3	"FiveRings"	1.5
24	"HU26ES"	1.780004	7.74657199999994	3.219996	5.96656799999994	1.08	2.74657199999994	2.74657199999994	2	3	"FiveRings"	1.5
25	"HU26ES"	3.41307	8.94661479999995	1.58693	5.53354479999995	1.04	3.94661479999995	3.94661479999995	2	3	"FiveRings"	1.5
26	"HU26ES"	3.344062	4.84111911999999	1.655938	1.49705711999999	0.54	0.158880880000014	-0.158880880000014	2	3	"FiveRings"	1.5
27	"HU26ES"	3.794449	5.07867863200001	1.205551	1.28422963200001	0.5000001	0.0786786320000061	0.0786786320000061	2	3	"FiveRings"	1.5
28	"HU26ES"	0.5255499	11.1231446599999	4.4744501	10.5975947599999	1.439999	6.1231446599999	6.1231446599999	2	3	"FiveRings"	1.5
29	"HU26ES"	1.198808	15.2768460799999	3.801192	14.0780380799999	1.659999	10.2768460799999	10.2768460799999	2	3	"FiveRings"	1.5
30	"HU26ES"	2.917491	7.43987435999995	2.082509	4.52238335999995	0.9399996	2.43987435999995	2.43987435999995	2	3	"FiveRings"	1.5
31	"HU26ES"	3.943065	5.030770592	1.056935	1.087705592	0.4600001	0.030770592000005	0.030770592000005	2	3	"FiveRings"	1.5
32	"HU26ES"	3.424417	5.15060611999998	1.575583	1.72618911999998	0.58	0.150606119999983	0.150606119999983	2	3	"FiveRings"	1.5
33	"HU26ES"	3.704181	8.22656435999995	1.295819	4.52238335999995	0.9399996	3.22656435999995	3.22656435999995	2	3	"FiveRings"	1.5
34	"HU26ES"	2.492404	10.3540927599999	2.507596	7.86168875999992	1.239999	5.35409275999992	5.35409275999992	2	3	"FiveRings"	1.5
35	"HU26ES"	3.791842	6.44846196799997	1.208158	2.65661996799997	0.7199998	1.44846196799997	1.44846196799997	2	3	"FiveRings"	1.5
36	"HU26ES"	0.06610394	11.5639937399999	4.93389606	11.4978897999999	1.499999	6.56399373999989	6.56399373999989	2	3	"FiveRings"	1.5
37	"HU26ES"	0.03369331	15.1465843899999	4.96630669	15.1128910799999	1.719999	10.1465843899999	10.1465843899999	2	3	"FiveRings"	1.5
38	"HU26ES"	1.958094	6.29047597999996	3.041906	4.33238197999996	0.9199997	1.29047597999996	1.29047597999996	2	3	"FiveRings"	1.5
39	"HU26ES"	0.9739347	19.4115200999998	4.0260653	18.4375853999998	1.899999	14.4115200999998	14.4115200999998	2	3	"FiveRings"	1.5
40	"HU26ES"	3.686443	6.80297244799997	1.313557	3.11652944799997	0.7799998	1.80297244799997	1.80297244799997	2	3	"FiveRings"	1.5
41	"HU26ES"	3.765198	5.37478311999998	1.234802	1.60958511999998	0.56	0.374783119999985	0.374783119999985	2	3	"FiveRings"	1.5
42	"HU26ES"	1.375532	4.98866461999996	3.624468	3.61313261999996	0.8399997	0.0113353800000366	-0.0113353800000366	2	3	"FiveRings"	1.5
43	"HU26ES"	1.426355	11.4441605599999	3.573645	10.0178055599999	1.399999	6.4441605599999	6.4441605599999	2	3	"FiveRings"	1.5
44	"HU26ES"	3.929124	6.73497112799997	1.070876	2.80584712799997	0.7399998	1.73497112799997	1.73497112799997	2	3	"FiveRings"	1.5
45	"HU26ES"	1.785234	5.57206495999996	3.214766	3.78683095999996	0.8599997	0.572064959999962	0.572064959999962	2	3	"FiveRings"	1.5
46	"HU26ES"	3.140376	5.37377116399998	1.859624	2.23339516399998	0.6599999	0.373771163999978	0.373771163999978	2	3	"FiveRings"	1.5
47	"HU26ES"	3.9791	4.44383504	1.0209	0.464735040000002	0.3	0.556164959999998	-0.556164959999998	2	3	"FiveRings"	1.5
48	"HU26ES"	2.682466	7.39892767999996	2.317534	4.71646167999996	0.9599996	2.39892767999996	2.39892767999996	2	3	"FiveRings"	1.5
49	"HU26ES"	0.9467835	9.06372085999992	4.0532165	8.11693735999992	1.259999	4.06372085999992	4.06372085999992	2	3	"FiveRings"	1.5
50	"HU26ES"	2.860662	8.82722999999994	2.139338	5.96656799999994	1.08	3.82722999999994	3.82722999999994	2	3	"FiveRings"	1.5
51	"HU26ES"	0.2136502	14.9775142799999	4.7863498	14.7638640799999	1.699999	9.97751427999986	9.97751427999986	2	3	"FiveRings"	1.5
52	"HU26ES"	1.795263	9.40579375999993	3.204737	7.61053075999993	1.219999	4.40579375999993	4.40579375999993	2	3	"FiveRings"	1.5
53	"HU26ES"	1.506166	9.11669675999993	3.493834	7.61053075999993	1.219999	4.11669675999993	4.11669675999993	2	3	"FiveRings"	1.5
54	"HU26ES"	1.280682	13.0868235999999	3.719318	11.8061415999999	1.519999	8.08682359999988	8.08682359999988	2	3	"FiveRings"	1.5
55	"HU26ES"	3.21144	6.17059028799997	1.78856	2.95915028799997	0.7599998	1.17059028799997	1.17059028799997	2	3	"FiveRings"	1.5
56	"HU26ES"	0.5391459	14.6171839799999	4.4608541	14.0780380799999	1.659999	9.61718397999987	9.61718397999987	2	3	"FiveRings"	1.5
57	"HU26ES"	2.511271	8.47783899999994	2.488729	5.96656799999994	1.08	3.47783899999994	3.47783899999994	2	3	"FiveRings"	1.5
58	"HU26ES"	0.7035847	16.8880127799998	4.2964153	16.1844280799998	1.779999	11.8880127799998	11.8880127799998	2	3	"FiveRings"	1.5
59	"HU26ES"	3.389844	6.04646396799997	1.610156	2.65661996799997	0.7199998	1.04646396799997	1.04646396799997	2	3	"FiveRings"	1.5
60	"HU26ES"	1.02672	10.4810403599999	3.97328	9.4543203599999	1.359999	5.48104035999991	5.48104035999991	2	3	"FiveRings"	1.5
61	"HU26ES"	1.225655	9.34259235999992	3.774345	8.11693735999992	1.259999	4.34259235999992	4.34259235999992	2	3	"FiveRings"	1.5
62	"HU26ES"	0.7677784	9.67491755999991	4.2322216	8.90713915999991	1.319999	4.67491755999991	4.67491755999991	2	3	"FiveRings"	1.5
63	"HU26ES"	3.143086	6.58660176799997	1.856914	3.44351576799997	0.8199998	1.58660176799997	1.58660176799997	2	3	"FiveRings"	1.5
64	"HU26ES"	3.580825	4.576382572	1.419175	0.995557572000004	0.4400001	0.423617427999996	-0.423617427999996	2	3	"FiveRings"	1.5
65	"HU26ES"	3.822043	4.56563724	1.177957	0.743594240000004	0.38	0.434362759999996	-0.434362759999996	2	3	"FiveRings"	1.5
66	"HU26ES"	2.451699	9.57214295999993	2.548301	7.12044395999993	1.179999	4.57214295999993	4.57214295999993	2	3	"FiveRings"	1.5
67	"HU26ES"	0.701158	14.1096985999999	4.298842	13.4085405999999	1.619999	9.10969859999987	9.10969859999987	2	3	"FiveRings"	1.5
68	"HU26ES"	0.7590814	17.3088404799998	4.2409186	16.5497590799998	1.799999	12.3088404799998	12.3088404799998	2	3	"FiveRings"	1.5
69	"HU26ES"	3.578005	6.38385212799997	1.421995	2.80584712799997	0.7399998	1.38385212799997	1.38385212799997	2	3	"FiveRings"	1.5
70	"HU26ES"	3.980953	5.164882612	1.019047	1.183929612	0.4800001	0.164882612000005	0.164882612000005	2	3	"FiveRings"	1.5
71	"HU26ES"	1.325819	8.44626295999993	3.674181	7.12044395999993	1.179999	3.44626295999993	3.44626295999993	2	3	"FiveRings"	1.5
72	"HU26ES"	3.0083	5.81414712799997	1.9917	2.80584712799997	0.7399998	0.814147127999973	0.814147127999973	2	3	"FiveRings"	1.5
73	"HU26ES"	2.850739	8.81730699999994	2.149261	5.96656799999994	1.08	3.81730699999994	3.81730699999994	2	3	"FiveRings"	1.5
74	"HU26ES"	0.09613848	20.5234948799998	4.90386152	20.4273563999998	1.999999	15.5234948799998	15.5234948799998	2	3	"FiveRings"	1.5
75	"HU26ES"	3.433934	7.58038963999996	1.566066	4.14645563999996	0.8999997	2.58038963999996	2.58038963999996	2	3	"FiveRings"	1.5
76	"HU26ES"	3.460686	5.43231080399998	1.539314	1.97162480399998	0.6199999	0.432310803999981	0.432310803999981	2	3	"FiveRings"	1.5
77	"HU26ES"	3.297046	5.14391511999998	1.702954	1.84686911999998	0.6	0.143915119999982	0.143915119999982	2	3	"FiveRings"	1.5
78	"HU26ES"	0.7826257	17.3323847799998	4.2173743	16.5497590799998	1.799999	12.3323847799998	12.3323847799998	2	3	"FiveRings"	1.5
79	"HU26ES"	2.71118	9.12707519999994	2.28882	6.41589519999994	1.12	4.12707519999994	4.12707519999994	2	3	"FiveRings"	1.5
80	"HU26ES"	0.1582699	20.1795200999998	4.8417301	20.0212501999998	1.979999	15.1795200999998	15.1795200999998	2	3	"FiveRings"	1.5
81	"HU26ES"	0.8364673	4.98292293999996	4.1635327	4.14645563999996	0.8999997	0.0170770600000409	-0.0170770600000409	2	3	"FiveRings"	1.5
82	"HU26ES"	2.473216	5.91673176799997	2.526784	3.44351576799997	0.8199998	0.916731767999967	0.916731767999967	2	3	"FiveRings"	1.5
83	"HU26ES"	2.342541	7.45938731999995	2.657459	5.11684631999995	0.9999996	2.45938731999995	2.45938731999995	2	3	"FiveRings"	1.5
84	"HU26ES"	2.86109	7.77570599999995	2.13891	4.91461599999995	0.9799996	2.77570599999995	2.77570599999995	2	3	"FiveRings"	1.5
85	"HU26ES"	3.523657	5.13324211999999	1.476343	1.60958511999999	0.56	0.133242119999985	0.133242119999985	2	3	"FiveRings"	1.5
86	"HU26ES"	1.537031	11.2710559599999	3.462969	9.73402495999991	1.379999	6.27105595999991	6.27105595999991	2	3	"FiveRings"	1.5
87	"HU26ES"	0.6220369	12.1199266999999	4.3779631	11.4978897999999	1.499999	7.11992669999989	7.11992669999989	2	3	"FiveRings"	1.5
88	"HU26ES"	3.845415	5.57160411999998	1.154585	1.72618911999998	0.58	0.571604119999983	0.571604119999983	2	3	"FiveRings"	1.5
89	"HU26ES"	0.4938235	11.3874376999999	4.5061765	10.8936141999999	1.459999	6.38743769999989	6.38743769999989	2	3	"FiveRings"	1.5
90	"HU26ES"	3.354379	4.96396411999998	1.645621	1.60958511999998	0.56	0.0360358800000151	-0.0360358800000151	2	3	"FiveRings"	1.5
91	"HU26ES"	1.135447	11.4411091599999	3.864553	10.3056621599999	1.419999	6.4411091599999	6.4411091599999	2	3	"FiveRings"	1.5
92	"HU26ES"	2.729627	8.69619499999994	2.270373	5.96656799999994	1.08	3.69619499999994	3.69619499999994	2	3	"FiveRings"	1.5
93	"HU26ES"	3.83826	4.50602544	1.16174	0.667765440000003	0.36	0.493974559999997	-0.493974559999997	2	3	"FiveRings"	1.5
94	"HU26ES"	3.36981	7.51626563999996	1.63019	4.14645563999996	0.8999997	2.51626563999996	2.51626563999996	2	3	"FiveRings"	1.5
95	"HU26ES"	1.757191	8.40386379999993	3.242809	6.64667279999993	1.14	3.40386379999993	3.40386379999993	2	3	"FiveRings"	1.5
96	"HU26ES"	0.03782701	14.8016910899999	4.96217299	14.7638640799999	1.699999	9.80169108999986	9.80169108999986	2	3	"FiveRings"	1.5
97	"HU26ES"	3.004061	8.12090731999995	1.995939	5.11684631999995	0.9999996	3.12090731999995	3.12090731999995	2	3	"FiveRings"	1.5
98	"HU26ES"	3.294082	6.41061144799997	1.705918	3.11652944799997	0.7799998	1.41061144799997	1.41061144799997	2	3	"FiveRings"	1.5
99	"HU26ES"	0.3740916	16.5585196799998	4.6259084	16.1844280799998	1.779999	11.5585196799998	11.5585196799998	2	3	"FiveRings"	1.5
100	"HU26ES"	2.200061	12.2178665599999	2.799939	10.0178055599999	1.399999	7.2178665599999	7.2178665599999	2	3	"FiveRings"	1.5
1	"HU26ES"	1.494987	2.77921663200001	3.505013	1.28422963200001	0.5000001	2.22078336799999	-2.22078336799999	2	4	"FiveRings"	1.5
2	"HU26ES"	2.204799	3.59340411999999	2.795201	1.38860511999999	0.52	1.40659588000001	-1.40659588000001	2	4	"FiveRings"	1.5
3	"HU26ES"	3.163265	3.69160084	1.836735	0.528335840000002	0.32	1.30839916	-1.30839916	2	4	"FiveRings"	1.5
4	"HU26ES"	1.365463	4.97859561999996	3.634537	3.61313261999996	0.8399997	0.0214043800000363	-0.0214043800000363	2	4	"FiveRings"	1.5
5	"HU26ES"	0.8472719	4.29078766799997	4.1527281	3.44351576799997	0.8199998	0.709212332000033	-0.709212332000033	2	4	"FiveRings"	1.5
6	"HU26ES"	1.580588	3.42745711999998	3.419412	1.84686911999998	0.6	1.57254288000002	-1.57254288000002	2	4	"FiveRings"	1.5
7	"HU26ES"	0.5856833	4.55028859999996	4.4143167	3.96460529999996	0.8799997	0.449711400000039	-0.449711400000039	2	4	"FiveRings"	1.5
8	"HU26ES"	1.507728	3.60819998399998	3.492272	2.10047198399998	0.6399999	1.39180001600002	-1.39180001600002	2	4	"FiveRings"	1.5
9	"HU26ES"	3.206227	3.94982124	1.793773	0.743594240000003	0.38	1.05017876	-1.05017876	2	4	"FiveRings"	1.5
